,Screen Name,Id,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Botometer,Bot: 3.5 Threshold,Bot: 4.0 Threshold
4147,greek_prick,764088623344001000,5,1824,811,2.25,0,0,7768,16459,29,0.4,0,0
4148,greensentry1,1356182569495250000,0,31,21,1.48,0,0,404,255,1,1.0,0,0
4149,stacking_sats_,1143366712735250000,2,1248,724,1.72,0,0,2782,22929,18,0.5,0,0
4150,nikeron08,941991952215457000,4,238,220,1.08,0,0,1419,11385,1,3.4,0,0
4151,acidbuzzer,1328368558628280000,1,378,774,0.49,0,0,5366,6423,2,2.0,0,0
4152,cryptocoinradar,2721671011,7,18205,4314,4.22,0,0,33451,152,459,4.4,1,1
4153,g_reatness,1287498187062810000,1,2356,696,3.39,0,0,4647,4612,1,1.8,0,0
4154,wedihaile2021,1364575610635450000,0,9,57,0.16,0,0,503,4,0,4.1,1,1
4155,kamil7figo9,1011028418,9,33,307,0.11,0,0,86,198,0,1.2,0,0
4156,alamin_ys,1057248234148650000,3,4641,4185,1.11,0,0,9108,40128,2,3.8,1,0
4157,univegeta,2505328915,7,13,0,0.0,0,0,51,0,1,4.3,1,1
4158,nathanlau123,57597253,12,61,1559,0.04,0,0,6446,3609,0,2.1,0,0
4159,_slcdnx,1189824733593730000,2,2106,4585,0.46,0,0,10057,25141,0,6.0,1,1
4160,mr_kems4,3917340963,6,19962,9888,2.02,0,0,155708,100963,14,3.7,1,0
4161,kyoongiekyootie,1363482673495220000,0,62,2390,0.03,0,0,13999,2376,0,2.7,0,0
4162,sanejay3,1333875297083590000,1,81,389,0.21,0,0,550,1172,0,1.4,0,0
4163,bravefacefunkie,1094883168841280000,2,15492,4167,3.72,0,0,17920,26603,14,0.4,0,0
4164,domschiener,2394950336,7,45104,74,609.51,1,1,2934,5425,601,0.7,0,0
4165,monoforge,2891348941,7,4344,489,8.88,0,0,995,1080,19,0.6,0,0
4166,triacfox,188111138,11,297,339,0.88,0,0,12485,9260,6,0.0,0,0
4167,cryptotasteof,1372238718099190000,0,2,3,0.67,0,0,14,140,2,3.4,0,0
4168,paulscath,2337711368,7,15061,15391,0.98,0,0,1628,6400,13,3.9,1,0
4169,megatron_mtr,1276111693219840000,1,2164,41,52.78,1,0,39,42,4,2.0,0,0
4170,criptonoticias,3156511997,6,101151,276,366.49,1,0,61046,6077,1646,2.9,0,0
4171,adam10631252,957169299931545000,3,3,105,0.03,0,0,135,65,0,3.8,1,0
4172,rosiahross,1967894881,8,132,268,0.49,0,0,130,58,1,3.0,0,0
4173,imamzainal8,2667386184,7,112,446,0.25,0,0,371,253,1,1.8,0,0
4174,recehmania01,1330072952122060000,1,130,333,0.39,0,0,385,257,0,2.0,0,0
4175,airdroppapah,1308407315507400000,1,174,0,0.0,0,0,49,62,0,3.2,0,0
4176,taquinctius,2775346786,7,406,318,1.28,0,0,16240,14233,9,0.2,0,0
4177,nic__carter,420308365,10,110198,2483,44.38,1,0,36076,155941,2692,0.4,0,0
4178,hasufl,566534886,9,51508,955,53.94,1,0,17074,42832,1399,0.6,0,0
4179,bnymellon,167562319,11,34126,460,74.19,1,1,6148,111,677,2.9,0,0
4180,bitcoincarl_,584377788,9,4325,4004,1.08,0,0,11571,20978,59,0.2,0,0
4181,sectest9,710123736175783000,5,35064,1,35064.0,0,0,2215498,7,6787,3.8,1,0
4182,blockchainconvo,1356191508265900000,0,98,15,6.53,0,0,6262,8,5,3.6,1,0
4183,kotarumilye,1243895454628060000,1,3,46,0.07,0,0,45,23,0,3.6,1,0
4184,aretzkypl,1196085378496810000,2,844,1273,0.66,0,0,11148,474,0,1.4,0,0
4185,altseasonnews,1246880009299550000,1,700,173,4.05,0,0,2051,2618,4,1.5,0,0
4186,wardenswap,1361634345799220000,0,1559,31,50.29,1,0,167,418,3,2.2,0,0
4187,hemantnavaliya,2840818945,7,908,4905,0.19,1,0,23185,39247,4,1.1,0,0
4188,tinfoilrealist,1225121406415000000,1,1266,4992,0.25,1,0,20071,22110,5,1.0,0,0
4189,deeva4dlord,236126408,10,95717,27597,3.47,0,0,462167,361037,67,2.2,0,0
4190,cryptobudha_new,949442718496796000,3,60,217,0.28,1,0,616,57,2,0.8,0,0
4191,bulldiscoveryy,1336310095915920000,1,256,126,2.03,0,0,1391,315,3,1.6,0,0
4192,abbarkers,1446584965,8,144,1574,0.09,1,0,876,1476,3,2.8,0,0
4193,frombroke2bags,1278090949537790000,1,6081,1175,5.18,1,0,18405,55425,46,1.6,0,0
4194,iritel16,1362777185874890000,0,115,152,0.76,0,0,70,23,0,3.4,0,0
4195,kaveh58789,1246358499061190000,1,14,165,0.08,0,0,180,61,1,3.5,1,0
4196,shiftredseven,389786746,10,513,4999,0.1,0,0,7480,6538,40,1.6,0,0
4197,yopihen2365,1358958672991320000,0,0,18,0.0,0,0,44,0,0,3.4,0,0
4198,decentralizeafr,1191703199331290000,2,795,133,5.98,1,0,974,1280,5,0.9,0,0
4199,uoxooox,1363987651200700000,0,15,116,0.13,0,0,24,18,0,3.3,0,0
4200,yunusem66209132,1350154985615590000,0,2,27,0.07,0,0,43,14,0,3.3,0,0
4201,utilenetwork,868968893938905000,4,14992,592,25.32,1,0,60,223,9,1.9,0,0
4202,j_pingking,904327970076151000,4,1,18,0.06,0,0,29,33,0,3.2,0,0
4203,baggachipss,3981564376,6,3,36,0.08,0,0,51,16,0,3.4,0,0
4204,gopalro01810763,2218082172,8,14,108,0.13,0,0,197,111,0,3.3,0,0
4205,elkcee1,1314868052522130000,1,1310,1102,1.19,0,0,1847,13792,0,1.7,0,0
4206,cybersecurityn8,1142424032794400000,2,13787,2,6893.5,0,0,679874,0,165,3.7,1,0
4207,cascadeiptv,1375163882570910000,0,4,0,0.0,0,0,138,8,0,4.7,1,1
4208,luckyririxriego,1329078682506330000,1,300,2884,0.1,1,0,30003,74678,0,2.2,0,0
4209,decentralized_b,1207228796593740000,2,4218,1089,3.87,1,0,4466,11649,70,1.8,0,0
4210,mummygotoluwani,1122774895379770000,2,9284,1042,8.91,1,0,40407,226711,2,1.9,0,0
4211,monahankev,2898364546,7,79,848,0.09,0,0,1848,2714,1,3.9,1,0
4212,fireinsidemusi1,892692746846183000,4,192,434,0.44,1,0,1219,186,2,4.4,1,1
4213,paytminsider,2719832768,7,131252,785,167.2,1,0,31190,1702,88,3.5,1,0
4214,b21official,950577844140179000,3,5994,353,16.98,1,0,2212,1493,18,0.4,0,0
4215,mattybooboo75,1271217001327990000,1,5611,5365,1.05,0,0,4416,19535,3,3.2,0,0
4216,posh_park,1244257102505310000,1,80,319,0.25,0,0,3406,9546,0,1.6,0,0
4217,dens_wane,141421714,11,17,89,0.19,0,0,70,21,1,3.2,0,0
4218,sanyippiee,1374780717889110000,0,2,16,0.13,0,0,9,2,0,3.7,1,0
4219,dannierodecon,1121117378786420000,2,9,73,0.12,0,0,56,9,0,2.0,0,0
4220,jinggaerna,3301893439,6,0,0,0.0,0,0,0,0,0,6.0,1,1
4221,mareeyarhh,1243826889715850000,1,19397,2407,8.06,0,0,26089,15251,17,3.6,1,0
4222,baebae2713,1309046178416340000,1,151,1452,0.1,1,0,1187,14855,0,1.8,0,0
4223,auc_moussafaki,843360326724829000,4,219860,105,2093.9,1,1,2177,483,314,2.1,0,0
4224,abiyahmedali,1168167671151620000,2,663777,23,28859.87,1,1,958,21,542,1.6,0,0
4225,achpr_cadhp,1054383491549450000,3,4710,0,0.0,1,0,1052,1,27,2.9,0,0
4226,ethiohrc,836138996325560000,4,20646,66,312.82,0,0,262,15,50,2.8,0,0
4227,inofitcap,1364557471617000000,0,862,969,0.89,0,0,5583,5176,0,2.0,0,0
4228,izcmyahl19lki7w,1348112125793710000,0,0,11,0.0,0,0,10,0,0,4.6,1,1
4229,sasih104,1339849569635500000,1,59,134,0.44,0,0,119,89,0,3.6,1,0
4230,ahmadoudeaahmd1,1336951554775990000,1,1,33,0.03,0,0,30,22,0,3.4,0,0
4231,jahangir75164,1182622369933920000,2,17,259,0.07,0,0,444,134,2,3.4,0,0
4232,fishbk1,837726368,9,17,166,0.1,0,0,944,52,0,1.8,0,0
4233,sopgoyenge,1246537472814660000,1,29,78,0.37,0,0,126,1,0,2.7,0,0
4234,sirfreshsemi,2422507625,7,14141,8602,1.64,1,0,120140,213124,12,3.9,1,0
4235,intelgsus,569505827,9,164,46,3.57,1,0,15945,24225,1,0.3,0,0
4236,tharicch,1103997185224550000,2,3952,2602,1.52,0,0,5892,11522,4,0.6,0,0
4237,desiwrangler,197124049,11,670,975,0.69,0,0,18312,5185,2,1.0,0,0
4238,louyimuha,1362772695067230000,0,115,170,0.68,0,0,72,21,0,3.6,1,0
4239,kim__leee,1259542849210780000,1,18955,3066,6.18,1,0,64746,3705,5,3.0,0,0
4240,14hvgxjwsssje6w,1349332746854920000,0,19,26,0.73,0,0,16,1,0,4.6,1,1
4241,shasiemie,1374917271886300000,0,30,169,0.18,0,0,355,161,0,3.6,1,0
4242,freema00n,986379314244579000,3,28,679,0.04,0,0,1805,1042,0,3.6,1,0
4243,amitku933,1370026343560220000,0,2,61,0.03,0,0,92,70,0,3.4,0,0
4244,vijayto59593293,877793308680048000,4,2,181,0.01,0,0,38,32,0,4.6,1,1
4245,jvanbossche,400704333,10,1112,62,17.94,0,0,799,142,27,0.8,0,0
4246,akotondjic,1309807785534770000,1,12,55,0.22,0,0,62,58,0,3.8,1,0
4247,ilya_sigachev,240197581,10,209,89,2.35,1,0,2281,710,13,3.5,1,0
4248,tobipick,786125318926929000,5,243,549,0.44,0,0,7345,10861,2,3.4,0,0
4249,max_shouyan,2861407360,7,56,40,1.4,1,0,187,198,10,1.0,0,0
4250,roberto10578452,1289670803299210000,1,23,181,0.13,0,0,228,1877,0,2.0,0,0
4251,trigonmilkies,1366731610905740000,0,848,930,0.91,0,0,5585,6950,0,2.9,0,0
4252,accessbank_help,2164455380,8,185267,40955,4.52,1,1,377886,4048,110,4.2,1,1
4253,azrix13,247090593,10,152,377,0.4,1,0,7798,789,1,0.4,0,0
4254,blockchainchick,738792704302161000,5,38389,238,161.3,1,0,9021,15823,601,0.1,0,0
4255,qualityquant,1343288563484550000,1,767,457,1.68,0,0,1206,3543,4,2.1,0,0
4256,unibrightio,896078064261763000,4,17722,2292,7.73,1,0,2239,5073,167,0.6,0,0
4257,provideplatform,980722733666459000,3,1729,62,27.89,1,0,309,422,20,0.6,0,0
4258,baselineproto,1235005283367350000,1,5981,458,13.06,0,0,702,1184,63,1.4,0,0
4259,olakunlehughes_,1141294374590060000,2,6982,5872,1.19,0,0,48931,54567,3,3.6,1,0
4260,gagfiore,211164112,11,582,513,1.13,0,0,22738,57058,2,3.5,1,0
4261,catfordcoates,26785742,12,1434,877,1.64,1,0,1457,1406,8,0.3,0,0
4262,allrisesanti,277951926,10,1051,2163,0.49,1,0,49872,9446,4,1.3,0,0
4263,btcfomosyndrome,528493417,9,11,124,0.09,0,0,818,1094,0,1.6,0,0
4264,crypto_ed_nl,893538712113512000,4,98075,110,891.59,1,0,18243,5821,1991,0.5,0,0
4265,chriszeal0,1211384906456050000,2,9756,6939,1.41,0,0,33558,62077,2,1.6,0,0
4266,podgax,2502580303,7,13,32,0.41,0,0,62,0,0,4.1,1,1
4267,rafiahm84620299,1350354555272360000,0,48,531,0.09,0,0,2093,1072,0,2.9,0,0
4268,kripto_market,1206585538825860000,2,4632,53,87.4,1,0,898,883,39,4.2,1,1
4269,phongvubfff,1336867362373410000,1,1,62,0.02,0,0,80,49,0,3.4,0,0
4270,nftartdaily,1374169118048410000,0,221,0,0.0,0,0,1315,0,1,3.7,1,0
4271,chit94634306,1374707874983600000,0,0,1,0.0,0,0,5,1,0,4.0,1,1
4272,iamzatoshi,1210331258938690000,2,74805,408,183.35,1,0,11918,48408,196,1.2,0,0
4273,za_yka,1103655832313640000,2,125,153,0.82,0,0,614,1834,1,1.4,0,0
4274,samthecarpetman,501904027,9,9695,427,22.7,1,0,6669,17922,13,0.2,0,0
4275,benaskren,39257839,12,388811,71,5476.21,1,1,32449,46190,1379,0.1,0,0
4276,johnkim77,26448153,12,28424,356,79.84,1,0,44072,43261,175,0.0,0,0
4277,bulls_investing,1326216930450140000,1,560,7,80.0,1,0,66,42,1,2.9,0,0
4278,phillip88959435,1295307971069640000,1,6,186,0.03,0,0,363,1026,0,4.4,1,1
4279,estesmini,1362773960417360000,0,116,143,0.81,0,0,70,13,0,3.4,0,0
4280,diagtx,1351557380643770000,0,25,48,0.52,0,0,74,14,0,4.0,1,1
4281,ruexmo,1203179388302430000,2,25,20,1.25,1,0,625,41,0,2.4,0,0
4282,kangkripiq,1249916206338850000,1,148,717,0.21,0,0,2392,4022,2,1.6,0,0
4283,codernotesbot,842956176958476000,4,8013,63,127.19,1,0,726205,4060,115,4.1,1,1
4284,akomolafebabat3,1023145882848560000,3,51,112,0.46,0,0,79,45,0,2.8,0,0
4285,david56840174,1353105487957540000,0,2,18,0.11,0,0,264,474,0,1.8,0,0
4286,jim78592639_2,1286324766060640000,1,82,297,0.28,0,0,217,257,0,2.0,0,0
4287,ashes2814,942209678532141000,4,206,934,0.22,0,0,5068,15902,1,0.5,0,0
4288,cryptonordic,992336579116052000,3,155,432,0.36,1,0,362,1192,1,0.6,0,0
4289,orvisj,146012913,11,67,578,0.12,0,0,3173,55,0,3.9,1,0
4290,dylanculhane,1375484116448260000,0,13,68,0.19,1,0,41,51,0,2.4,0,0
4291,moonwolf_io,1372277089777410000,0,980,33,29.7,1,0,16,46,2,2.3,0,0
4292,thisisnfts,583245674,9,157596,69,2284.0,1,0,22580,171684,600,0.3,0,0
4293,nftgecko,1103156698485670000,2,408,4,102.0,1,0,12,7,11,3.3,0,0
4294,theklevermemes,1260843296793830000,1,61,84,0.73,0,0,933,1451,0,1.6,0,0
4295,ambrughawane,1270625880889490000,1,21,57,0.37,0,0,262,1,0,3.0,0,0
4296,lionh3rt,822506750763008000,4,1061,4976,0.21,0,0,35574,20804,2,1.6,0,0
4297,crypt0luca,1067772194946730000,3,60,183,0.33,0,0,900,10511,2,0.1,0,0
4298,scoopypee,790136305778688000,5,2637,4008,0.66,0,0,21765,36445,2,1.8,0,0
4299,md_ruhul85,1131782878830810000,2,900,1146,0.79,0,0,822,721,0,3.1,0,0
4300,sreerajsreeku20,1152243531001420000,2,165,607,0.27,1,0,892,548,0,2.0,0,0
4301,folajoseph,178426416,11,26167,20847,1.26,1,0,84029,85867,5,3.7,1,0
4302,sweblockchain,935482692950548000,4,378,507,0.75,1,0,317,485,8,0.8,0,0
4303,bunolightsgo_69,1188423929523850000,2,89,682,0.13,0,0,17046,29243,1,1.0,0,0
4304,deobiny1117,1290712604076310000,1,545,886,0.62,0,0,1841,2402,2,1.7,0,0
4305,rush_data,1290234301490100000,1,277,24,11.54,1,0,14260,14207,4,4.2,1,1
4306,betbybitcoins,1268168088236820000,1,410,338,1.21,1,0,76,4,7,3.9,1,0
4307,luckyukheiv,1356965588292120000,0,135,207,0.65,0,0,90,587,0,3.6,1,0
4308,e1kon,65154196,12,284,343,0.83,1,0,1683,1507,7,1.0,0,0
4309,crofamily,1373953751258680000,0,1,14,0.07,0,0,10,23,0,4.1,1,1
4310,waitwhatlollol,1367393776679840000,0,28,1020,0.03,0,0,2242,1771,0,3.1,0,0
4311,affnj0209,1039424361466230000,3,0,3,0.0,0,0,46,49,0,4.1,1,1
4312,michael91985709,1034173271082780000,3,28,72,0.39,0,0,528,1296,0,1.2,0,0
4313,strichi2,1078752667512520000,3,20,108,0.19,0,0,386,657,0,1.2,0,0
4314,pantosio,950678615473164000,3,5662,68,83.26,1,1,329,103,29,1.7,0,0
4315,riegoolucky,1077792319540100000,3,1917,3258,0.59,0,0,31748,10400,3,1.4,0,0
4316,abraham47341982,1326097143258550000,1,5,34,0.15,0,0,184,1193,0,2.2,0,0
4317,dmrkaan,76354795,12,76,1308,0.06,0,0,34,23,0,4.6,1,1
4318,mininginvictus,1303026496051830000,1,302,6,50.33,0,0,17,5,0,2.8,0,0
4319,hodlvvood,1247438675404780000,1,49,52,0.94,0,0,498,1583,3,0.9,0,0
4320,hodlxhold,38724013,12,2413,4993,0.48,0,0,4870,24638,30,1.5,0,0
4321,_yini_yene,921368994354888000,4,20,275,0.07,0,0,571,271,2,2.2,0,0
4322,mohamedkhouz,4252568801,6,6,40,0.15,0,0,29,14,0,3.4,0,0
4323,patilsujan07,1154762882095010000,2,30,165,0.18,0,0,104,209,0,1.8,0,0
4324,jirasut69373816,1317038315661450000,1,43,66,0.65,0,0,1317,1269,0,1.4,0,0
4325,defibots1,1317760295951970000,1,35,278,0.13,1,0,40,61,0,1.8,0,0
4326,subhash58344200,1309074574861050000,1,7,258,0.03,0,0,432,224,0,3.6,1,0
4327,daktaricrypto,258341364,10,704,346,2.03,0,0,450,408,5,1.2,0,0
4328,cfit2232,1269592549934660000,1,0,28,0.0,0,0,76,247,0,1.6,0,0
4329,pass1ve1ncome,1337148209320370000,1,4997,75,66.63,1,0,283,992,4,2.0,0,0
4330,liu_psi,1374512366163870000,0,20,2,10.0,0,0,6,4,0,3.4,0,0
4331,degenmoney,1363966623808380000,0,1372,2,686.0,1,0,47,28,1,3.6,1,0
4332,chowcollection,18111365,13,4492,4957,0.91,1,0,17852,64881,72,0.2,0,0
4333,constan79759920,1376465574524370000,0,0,2,0.0,0,0,2,0,0,4.4,1,1
4334,aryoxlm,1362776413741320000,0,115,153,0.75,0,0,75,5,0,3.5,1,0
4335,greenaugustus12,1151735347300260000,2,41617,2062,20.18,0,0,81651,64120,6,2.9,0,0
4336,riegodeka,1371685143245550000,0,57,652,0.09,0,0,2877,982,0,2.0,0,0
4337,freedommaxima,564020814,9,137,165,0.83,0,0,2197,5496,2,0.6,0,0
4338,eu_consumer,39516018,12,28257,1407,20.08,1,1,8709,1548,1017,3.1,0,0
4339,eu_commission,157981564,11,1479604,648,2283.34,1,1,40021,11879,12680,3.0,0,0
4340,aasinfo98405,1254411191872430000,1,127,1297,0.1,0,0,909,768,0,1.8,0,0
4341,mahadeb001,1015261765163080000,3,0,11,0.0,0,0,15,11,0,4.6,1,1
4342,majesty_c137,1101078897892990000,2,157,440,0.36,0,0,3954,8535,0,1.1,0,0
4343,gamerinkproteam,1362110566538630000,0,48,150,0.32,1,0,562,1196,1,2.0,0,0
4344,h3ify,2862890235,7,289,268,1.08,1,0,5761,121217,7,0.4,0,0
4345,boto_roland,1298763900859620000,1,0,26,0.0,0,0,98,93,0,3.0,0,0
4346,guy_anonim,1329416565650030000,1,168,219,0.77,1,0,1397,3741,2,2.3,0,0
4347,queenv13s,816196820774817000,4,45,203,0.22,0,0,2878,557,0,2.0,0,0
4348,fahed40953316,1179149782255830000,2,42,329,0.13,0,0,822,2938,4,1.1,0,0
4349,qriyuc,1321054463210050000,1,21,31,0.68,0,0,34,0,0,3.4,0,0
4350,teja7780,1373910952492420000,0,0,2,0.0,0,0,4,2,0,3.9,1,0
4351,lilas_maison,4665548257,6,1609,58,27.74,1,0,49,3530,1,3.2,0,0
4352,benwestgate_,846945517003255000,4,9418,649,14.51,1,0,15018,78784,66,0.8,0,0
4353,omateuscoelho,1358133038635450000,0,14,223,0.06,1,0,113,502,0,1.2,0,0
4354,esilfaruk,1240583024351360000,1,4,41,0.1,0,0,54,52,0,3.2,0,0
4355,leifeng116,1321844106654430000,1,37,148,0.25,0,0,93,36,0,2.0,0,0
4356,integralhq,1366589680888800000,0,2044,1,2044.0,1,0,54,211,25,2.4,0,0
4357,professorjey,1312932719874060000,1,1630,378,4.31,1,0,437,1399,14,1.8,0,0
4358,konnichiwaexo,863599464845410000,4,1827,1182,1.55,1,0,50050,158396,26,1.8,0,0
4359,elipanos,281437999,10,608,1430,0.43,0,0,5737,8506,30,1.6,0,0
4360,todungeonsdeep,712453509,8,674,386,1.75,0,0,10276,16338,5,1.3,0,0
4361,ricardodezoete,17086449,13,1158,990,1.17,1,0,8615,3048,67,1.8,0,0
4362,nabicazbekamiil,1353737914212110000,0,5,47,0.11,0,0,142,38,0,1.2,0,0
4363,markle18184995,945497446339276000,4,92,548,0.17,0,0,1888,1239,2,1.6,0,0
4364,xpensivexpress,614403564,9,3,91,0.03,0,0,66,20,0,3.4,0,0
4365,niconicolasone,888349979051479000,4,676,148,4.57,0,0,6909,25191,8,0.7,0,0
4366,izi_fahzi,73408334,12,289,131,2.21,1,0,1005,47,0,1.6,0,0
4367,nigeriangod_,74955358,12,14670,10547,1.39,1,0,201902,10178,17,3.6,1,0
4368,sirdhamzy,399594332,10,2882,2979,0.97,0,0,4840,27350,1,3.3,0,0
4369,auroraadam9,1362975164128910000,0,130,156,0.83,0,0,72,15,0,3.7,1,0
4370,l3oom,67530514,12,216,1146,0.19,0,0,21366,4952,10,3.5,1,0
4371,caleb_crypto,1293646542818220000,1,2391,1846,1.3,1,0,7238,30313,12,2.0,0,0
4372,mohamma49826959,1359231617496180000,0,22,32,0.69,0,0,175,177,0,3.0,0,0
4373,thenu555,917005130503000000,4,311,1597,0.19,0,0,837,523,0,2.9,0,0
4374,tritexan,543932705,9,932,618,1.51,0,0,20576,6530,17,0.2,0,0
4375,vsanjeevv1,3007579219,6,173,23,7.52,1,0,9921,32339,27,1.8,0,0
4376,omkar_raii,2923411356,7,17311,1111,15.58,1,1,29006,80623,211,3.2,0,0
4377,rbi,478432912,9,1146922,1,1146922.0,1,1,17622,14,1048,1.6,0,0
4378,btc_meister,1151779833254410000,2,27,885,0.03,0,0,303,97,0,1.2,0,0
4379,austiinsmart,1332253431713700000,1,2,68,0.03,0,0,140,79,0,1.5,0,0
4380,nanankeseko,2890575446,7,79,896,0.09,0,0,1130,7532,0,2.8,0,0
4381,curedsausage,1354866889374090000,0,63,20,3.15,0,0,1631,5087,1,1.0,0,0
4382,amakatore,950021653416656000,3,8245,990,8.33,0,0,1648,1506,4,2.2,0,0
4383,m138231354431,907861054125957000,4,63,642,0.1,0,0,652,18,0,4.2,1,1
4384,frenchnoble3,1312556393522750000,1,0,76,0.0,0,0,80,5,0,4.1,1,1
4385,rudi_4711,1351841467216640000,0,2,10,0.2,0,0,1291,162,0,1.6,0,0
4386,rendraafajar,266134022,10,180,171,1.05,0,0,1996,34,1,2.8,0,0
4387,dangar07211806,1371754484171330000,0,0,20,0.0,0,0,49,21,0,4.0,1,1
4388,coin_bullish,1366416916898860000,0,14,61,0.23,0,0,73,36,0,1.9,0,0
4389,loveissomad_,996039964910473000,3,118,660,0.18,0,0,4541,2628,0,2.8,0,0
4390,akaniphotograph,2693029479,7,349,192,1.82,1,0,1510,1034,4,1.6,0,0
4391,richenks,99800391,12,2367,599,3.95,1,0,3132,5069,51,1.0,0,0
4392,longtexashedges,915587801428701000,4,215,1899,0.11,0,0,1138,738,2,0.4,0,0
4393,ramboeseri,1321056313116270000,1,21,31,0.68,0,0,33,0,0,3.4,0,0
4394,bellotbellz,1105452689532550000,2,1029,1183,0.87,0,0,6463,13208,1,1.0,0,0
4395,talk2_lowell,450073602,10,15999,9028,1.77,1,0,92538,88629,8,3.6,1,0
4396,rasvasilisin,949867278232883000,3,344,314,1.1,1,0,664,758,0,1.1,0,0
4397,coachkcrypto,393833726,10,17798,1063,16.74,1,0,10536,20232,192,0.8,0,0
4398,andrewtagulinao,1318558274275370000,1,3,154,0.02,0,0,329,203,0,6.0,1,1
4399,khairul10016,1357673592402670000,0,160,383,0.42,0,0,476,301,0,2.9,0,0
4400,abdurra21011935,1363054832723060000,0,56,28,2.0,0,0,28,7,0,4.4,1,1
4401,funsad3147,314499589,10,441,996,0.44,0,0,638,1040,0,1.8,0,0
4402,luxh77,1362777956997710000,0,120,141,0.85,0,0,72,16,0,3.1,0,0
4403,honclovis,1201923158737140000,2,649,1378,0.47,0,0,1777,257,0,1.4,0,0
4404,gomez_gbg,803586019966799000,5,91,282,0.32,0,0,1567,3982,3,0.2,0,0
4405,luckykimjennie,1356796139085850000,0,192,749,0.26,0,0,3200,1413,0,2.0,0,0
4406,cozmaai,1347154984299880000,0,11,90,0.12,0,0,63,82,0,2.9,0,0
4407,quiestce69,4851018250,5,137,256,0.54,0,0,2961,7142,1,0.7,0,0
4408,hackapreneur,567059880,9,138450,19257,7.19,0,1,13548,75466,1966,1.4,0,0
4409,exo_is_09_12,1285371617606940000,1,1103,3917,0.28,0,0,18093,24602,2,2.9,0,0
4410,eclatnwa,91683331,12,194,672,0.29,0,0,864,386,0,1.8,0,0
4411,cryptoholixx,931562456,9,114,567,0.2,1,0,1072,856,2,1.2,0,0
4412,rahel55794928,1303420645116650000,1,96,157,0.61,0,0,18112,702,0,1.6,0,0
4413,antonioguterres,811229675758505000,5,1218959,209,5832.34,1,1,2531,41,3355,2.3,0,0
4414,senateforeign,1121114158907420000,2,32066,312,102.78,1,1,882,105,212,3.3,0,0
4415,josepborrellf,1003895325025860000,3,196572,203,968.33,1,1,4321,2832,1597,2.8,0,0
4416,lisalovesx_,1337353984512650000,1,750,3643,0.21,0,0,20715,6723,0,2.2,0,0
4417,amitkum97109460,1361669397971010000,0,9,64,0.14,0,0,191,97,1,2.4,0,0
4418,scad_official,1187027027637010000,2,7104,5413,1.31,0,0,26914,29748,0,3.4,0,0
4419,arjunghosh,6466912,14,2978,4525,0.66,1,0,53231,12234,218,0.4,0,0
4420,e_damorela,732557875,9,16579,8063,2.06,0,0,39724,42761,5,1.8,0,0
4421,mrsolitaire2,1352820800429180000,0,190,39,4.87,0,0,20650,19174,3,3.0,0,0
4422,judithrose91,1294293569499360000,1,34317,213,161.11,1,0,2714,5950,67,2.0,0,0
4423,truthajustice,215257719,11,3053,3085,0.99,0,0,78049,4434,66,1.4,0,0
4424,ebrinkers,1307117984,8,814,372,2.19,0,0,542,545,0,2.2,0,0
4425,btcecho,2412653581,7,12868,913,14.09,1,0,10844,775,339,4.0,1,1
4426,mikemcglone11,1663323588,8,14576,207,70.42,0,0,970,97,230,3.0,0,0
4427,icx_icon,1359941413799080000,0,122,595,0.21,0,0,347,5256,2,2.0,0,0
4428,perdpet,867337572481200000,4,166,600,0.28,0,0,303,1164,0,0.8,0,0
4429,blingprojectnsr,1093044050666700000,2,162,214,0.76,1,0,588,526,4,1.0,0,0
4430,roeselare,34943588,12,1003,10,100.3,1,0,6998,0,22,5.0,1,1
4431,isme_nay,1370037275103420000,0,8,221,0.04,0,0,301,143,0,3.1,0,0
4432,oneheezay,995738037945552000,3,1291,29,44.52,1,0,2181,1692,1,3.5,1,0
4433,changeonslejeu,784380301443301000,5,3314,841,3.94,0,0,44368,3116,111,1.8,0,0
4434,dewanratnakar,1243463332448720000,1,42,266,0.16,0,0,577,299,0,2.6,0,0
4435,cybercolection,1337243142551040000,1,189,116,1.63,0,0,35,177,0,2.2,0,0
4436,datgreatnigga,904338539755778000,4,10133,6370,1.59,0,0,45453,30933,0,2.2,0,0
4437,musango_anthony,125262596,11,296,813,0.36,0,0,2416,12259,1,0.9,0,0
4438,henry4divine,935255746815635000,4,37,342,0.11,0,0,457,151,0,2.8,0,0
4439,gakusahdiet87,1274469038299570000,1,1920,2168,0.89,0,0,3764,4853,0,6.0,1,1
4440,mrthkns,1362711475723370000,0,5,19,0.26,0,0,14,4,0,4.6,1,1
4441,peenutbota,1375877532403250000,0,2,9,0.22,0,0,4,2,0,1.6,0,0
4442,dontbuymeme,1294569548847270000,1,16748,69,242.72,1,0,1799,3226,223,1.8,0,0
4443,shavonnewong_,45360564,12,2939,914,3.22,1,0,2511,1700,56,0.6,0,0
4444,straits_times,37874853,12,1083972,127,8535.21,1,1,451223,2,6197,3.8,1,0
4445,prashloveindia,798600984779845000,5,69,922,0.07,0,0,700,330,0,0.4,0,0
